district,state,pop_below_15,sex_ratio,sex_ratio_birth,hh_elec,hh_drnk_water,hh_sanitation,hh_fuel,hh_salt,hh_health_insurance,women_10yr_school,women_premarried,women_earlymother,women_menstrual,fam_contra,fam_modern_contra,fam_female_ster,fam_IUD,fam_pill,fam_condom,fam_injectibles,fam_unmet_need,fam_healthworkers,fam_sideeffects,mother_antenatal,mother_neonatal,mother_folic,mother_MCP,delivery_expense,institutional_birth,births_csection,child_vaccinated,child_public_vaccinated,child_private_vaccinated,child_diarrhoea,child_resp,child_diet,child_stunted,child_wasted,child_severely_wasted,child_underwght,child_overwght,women_lowBMI,women_highBMI,women_high_wh,child_anaemic,women_anaemic,young_women_anaemic,women_highBS,men_highBS,women_highBP,men_highBP,women_cervical,women_breast,women_oral,women_tobbaco,men_tobbaco,women_alc,men_alc,HDI,st,dc
East Garo Hills,Meghalaya,31.05,1025.95,1426.99,97.38,67.0,83.92,29.09,69.02,71.85,40.45,13.69,2.24,75.71,36.95,35.75,4.43,4.66,18.53,4.86,2.24,20.96,22.12,79.17,25.52,74.45,7.0,92.12,2473.05,73.54,3.95,94.52,93.79,0.01,9.23,1.61,43.92,39.73,20.08,6.24,26.54,4.14,8.51,7.01,63.71,28.0,50.85,55.71,9.33,16.2,15.3,23.17,0.16,0.16,1.1,6.3,53.99,0.86,36.76,0.678,17.0,2.0
East Jantia Hills,Meghalaya,46.13,1065.56,1014.83,85.05,74.59,83.57,26.53,97.17,74.1,22.97,25.28,14.35,47.86,33.64,23.99,9.18,1.9,7.56,1.96,3.38,26.03,44.13,81.13,58.62,87.65,25.65,94.57,3463.53,36.25,8.0,82.42,96.86,1.2,10.59,4.82,25.46,49.83,8.47,2.85,23.59,3.67,13.53,15.21,62.31,47.15,43.9,40.55,6.3,7.68,18.67,17.18,0.66,0.0,0.56,49.23,68.48,3.64,41.98,0.586,,
North Garo Hills,Meghalaya,29.19,1008.8,893.7,97.52,51.51,84.89,24.44,84.13,60.84,38.43,13.19,3.73,74.94,19.17,17.67,2.9,3.41,7.4,3.23,0.72,25.23,8.04,70.36,24.28,55.53,7.94,85.78,4504.14,60.41,3.29,*,96.91,0.01,6.62,0.94,13.23,35.64,11.72,5.6,15.83,7.32,7.68,11.14,65.89,30.15,58.36,65.18,12.22,18.65,19.95,25.36,0.0,0.0,0.22,3.84,54.13,2.18,40.22,0.658,,
South West Garo Hills,Meghalaya,30.32,994.72,1036.28,95.46,58.58,71.37,33.92,74.47,75.08,32.98,15.27,6.3,66.79,36.72,32.28,3.5,5.5,14.94,6.19,0.99,30.37,24.22,82.88,28.51,80.7,11.02,98.99,2665.6,83.68,2.44,90.12,100,0,7.91,7.5,30.01,32.24,19.92,7.12,26.36,3.27,8.54,9.02,71.53,35.47,62.48,67.26,12.88,16.73,13.61,19.97,0.0,0.0,0.0,11.09,52.38,1.21,30.64,0.646,,
South West Khasi Hills,Meghalaya,46.67,1024.69,1032.28,87.85,85.34,89.6,11.6,99.7,72.34,23.42,21.58,13.18,57.28,26.48,15.69,6.15,1.17,5.63,1.22,1.09,26.17,42.78,82.26,63.35,85.63,19.75,97.01,3901.72,37.61,4.23,86.25,98.13,0,7.46,5.95,31.2,51.37,10.44,4.07,27.61,3.52,17.18,8.85,53.52,61.26,58.89,53.81,6.34,6.88,18.49,19.01,0.2,0.0,0.18,50.0,63.71,1.12,31.69,0.573,,
West Garo Hills,Meghalaya,30.79,1024.68,1395.94,94.74,83.68,86.31,47.56,88.51,77.86,45.11,10.35,1.03,79.56,44.13,39.91,6.73,9.52,17.35,4.09,1.6,19.67,32.03,58.14,48.03,91.28,14.91,97.6,3234.79,85.11,8.35,78.62,100,0.01,7.84,3.51,17.19,39.5,14.9,4.74,26.26,5.15,7.71,7.18,74.03,30.19,55.34,61.97,12.05,24.62,17.39,24.66,0.0,0.2,0.0,17.55,58.29,2.1,38.81,0.776,17.0,1.0
West Jaintia Hills,Meghalaya,44.79,1143.2,1036.3,75.38,70.63,75.1,20.72,97.29,65.6,24.65,19.92,11.92,32.62,19.28,17.53,4.5,2.45,7.08,0.96,2.39,29.27,31.37,70.4,43.12,79.19,19.84,88.05,2917.01,31.94,6.18,84.06,93.29,2.28,13.74,4.82,24.49,48.72,9.7,4.04,28.34,3.03,9.62,15.39,59.06,54.62,55.92,54.18,8.8,7.84,17.98,15.49,0.51,0.11,0.38,44.81,64.67,1.3,36.93,0.531,,
West Khasi Hills,Meghalaya,50.56,1038.25,983.93,84.99,80.52,87.78,8.61,97.3,60.12,16.41,30.33,12.88,48.88,26.34,15.32,9.31,1.55,2.82,0.52,1.13,25.78,43.41,72.77,64.0,81.64,21.02,97.29,2947.01,36.12,4.71,77.35,95.92,0.87,10.09,6.5,27.54,58.99,7.97,2.68,31.06,3.13,14.62,8.72,57.83,56.19,51.8,40.44,5.64,7.55,15.96,16.43,0.76,0.0,0.15,50.17,73.33,1.6,34.35,0.457,17.0,4.0
Chandel,Mizoram,29.8,1076.94,1008.45,99.85,68.64,85.2,52.0,99.43,16.11,43.34,22.34,9.94,79.71,56.56,23.56,4.88,8.97,4.28,4.91,0.28,10.97,10.63,49.92,66.62,94.46,21.0,79.91,10920.35,37.38,14.89,69.92,86.65,8.75,4.91,1.19,14.19,33.98,8.28,3.19,14.7,8.72,3.65,33.74,71.19,42.36,27.27,37.76,13.42,14.45,21.67,28.18,1.05,0.0,0.11,47.9,64.74,1.19,39.05,0.71,,
Mamit,Mizoram,30.72,991.18,794.36,97.93,97.29,92.69,73.27,99.35,61.7,39.97,16.82,10.31,89.0,41.62,41.31,17.74,4.03,19.19,0.18,0.17,17.01,15.78,62.56,52.48,80.72,4.54,98.94,4149.8,71.8,3.51,85.65,100,0,0.59,0.0,6.82,26.41,7.37,3.83,13.93,5.9,4.05,21.84,53.06,45.49,34.89,42.41,11.38,13.42,14.3,21.02,4.94,2.44,0.83,70.17,80.56,0.35,26.18,0.822,15.0,1.0
Kolasib,Mizoram,28.58,1002.45,860.26,99.14,95.27,96.81,87.5,99.73,61.05,41.66,13.68,2.16,94.29,38.13,37.9,16.69,2.16,17.43,1.61,0.0,15.59,18.66,73.91,65.98,76.4,13.25,97.79,4833.97,82.85,8.43,91.35,97.37,0,1.21,0.85,23.2,30.4,11.25,5.28,12.62,7.56,5.85,26.03,48.83,53.82,37.66,30.13,15.73,13.8,16.46,24.25,6.31,1.85,0.71,70.58,75.27,0.93,21.72,0.902,15.0,2.0
Aizawl,Mizoram,25.08,1051.82,1042.16,99.67,98.27,96.06,95.38,99.22,37.46,60.67,3.24,2.0,92.66,21.58,21.03,6.87,2.8,9.72,1.64,0.0,23.98,11.98,44.42,68.51,82.26,12.07,93.09,9811.73,76.26,18.17,76.33,93.71,6.29,7.09,0.78,17.88,25.34,7.34,2.41,9.64,12.26,3.84,29.7,45.99,43.97,31.68,31.47,15.23,17.28,23.4,33.55,10.84,4.72,1.58,54.72,68.7,0.98,25.81,0.933,,
Champhai,Mizoram,27.17,944.43,726.47,100.0,98.6,98.3,79.44,99.78,64.92,47.8,11.04,4.55,95.03,49.99,49.55,22.47,4.18,19.6,2.5,0.21,11.24,24.92,69.98,63.43,85.93,12.53,100.0,4335.6,91.5,6.55,87.03,100,0.01,0.78,0.0,5.58,27.22,12.06,7.63,13.08,10.55,5.82,22.85,52.08,38.34,25.74,31.62,13.35,13.94,16.09,19.64,3.72,0.64,0.2,66.71,74.5,1.56,21.28,0.899,15.0,4.0
Serchhip,Mizoram,29.01,980.64,1084.3,99.31,97.73,98.2,81.78,98.73,58.83,43.06,7.17,3.02,93.16,39.95,39.44,15.57,2.6,19.51,1.76,0.0,15.93,17.26,59.78,60.25,85.11,11.95,99.31,6448.86,90.71,13.93,92.98,100,0,3.2,0.3,12.11,31.77,8.38,4.42,14.39,8.71,5.91,23.99,47.43,43.22,32.12,29.95,14.23,13.81,11.61,17.68,7.97,1.51,0.75,62.7,74.17,0.43,22.44,0.891,15.0,5.0
Lunglei,Mizoram,24.56,1004.28,875.63,97.96,96.0,95.58,79.88,99.01,46.52,46.26,4.75,3.78,91.4,32.96,32.96,18.76,1.71,10.18,2.31,0.0,15.36,13.03,62.82,56.72,79.9,9.72,99.21,5717.03,69.36,5.42,84.07,100,0.01,4.02,0.82,9.44,26.46,9.48,3.31,11.06,10.13,6.15,20.63,48.93,45.71,34.85,34.19,13.46,17.09,13.92,20.01,2.21,0.36,0.18,62.84,74.96,0.85,19.18,0.858,15.0,6.0
Lawngtlai,Mizoram,32.81,1050.77,1131.31,88.98,82.22,90.32,56.26,96.96,31.29,32.15,15.97,9.2,70.97,29.68,29.05,12.23,1.6,12.09,2.84,0.29,17.33,11.32,59.14,33.01,72.29,7.4,93.84,7318.26,48.42,3.91,91.74,96.89,0,2.69,0.54,9.23,32.72,16.15,11.37,16.91,9.06,7.11,14.11,44.35,55.29,48.52,45.49,11.44,15.36,13.02,20.28,2.69,1.47,0.45,65.41,77.21,0.93,27.22,0.704,15.0,7.0
Mon,Nagaland,23.46,1006.44,775.34,96.36,86.73,86.44,13.0,99.52,39.26,24.25,2.98,2.83,66.54,68.65,55.62,12.57,31.8,7.2,2.2,1.14,3.68,11.23,79.76,9.66,77.96,6.41,95.82,2965.39,20.15,1.38,69.37,97.04,0,4.73,1.55,5.8,35.51,7.79,0.45,23.34,3.17,8.67,9.39,73.8,39.4,30.23,45.97,9.04,13.04,20.39,35.69,0.26,0.26,0.0,6.88,52.38,0.22,23.72,0.517,13.0,1.0
Mokokchung,Nagaland,20.4,1041.07,1074.99,97.68,97.44,96.72,46.2,98.74,22.3,55.76,5.96,0.71,90.18,66.69,52.48,15.97,25.81,6.06,3.32,0.0,6.44,11.44,70.3,18.21,91.65,4.11,96.61,6242.45,47.28,3.76,95.61,100,0.01,2.41,0.86,6.85,31.44,11.68,3.47,22.91,5.94,11.27,15.21,72.97,35.53,25.04,21.06,8.56,10.12,23.2,28.92,0.0,0.36,0.0,22.2,53.02,0.36,23.44,0.789,13.0,2.0
Zunheboto,Nagaland,22.21,1131.58,1207.42,99.39,91.03,88.94,18.58,99.13,18.06,40.17,3.99,3.53,86.76,68.8,56.47,19.3,28.15,5.54,1.88,0.17,2.79,14.78,70.43,11.21,81.25,2.31,90.74,7553.81,32.15,7.64,75.09,98.49,1.51,1.83,0.0,20.77,44.01,26.89,10.29,44.48,1.5,5.62,8.92,74.93,34.85,31.12,37.97,11.09,9.89,33.24,41.21,0.2,0.43,0.65,8.03,48.94,0.21,21.32,0.602,13.0,3.0
Wokha,Nagaland,21.37,1104.61,1245.1,99.7,83.41,88.47,41.23,98.91,20.6,45.26,3.23,5.24,90.62,64.58,50.12,15.72,22.01,5.98,4.67,0.15,3.15,10.82,58.13,34.7,77.59,4.35,96.75,7125.28,24.19,10.09,57.06,87.97,12.03,3.6,1.55,28.81,26.31,23.51,10.61,28.02,1.06,8.78,18.29,43.97,45.35,30.92,47.91,12.17,18.82,24.32,35.65,0.0,0.0,0.0,12.93,50.41,1.09,27.16,0.777,13.0,4.0
Dimapur,Nagaland,24.5,1009.99,910.78,99.84,92.42,81.14,84.2,98.69,5.66,52.45,4.41,3.28,84.89,46.88,38.43,15.67,9.62,9.11,3.35,0.0,14.34,7.33,36.74,50.08,86.44,9.26,82.32,7330.03,43.24,14.64,63.75,85.48,14.52,2.23,0.55,17.29,28.27,24.97,11.96,29.84,3.8,9.63,21.06,59.93,48.9,34.74,36.72,12.04,14.11,18.57,20.81,0.17,0.0,0.68,16.39,43.95,1.71,25.73,0.904,13.0,5.0
Phek,Nagaland,24.29,1020.91,880.3,99.41,98.08,90.07,24.19,98.33,24.93,39.39,6.53,4.34,71.06,56.34,47.11,15.07,21.71,4.1,5.06,0.43,6.45,11.28,63.14,9.48,83.82,5.61,97.59,5885.58,29.19,1.72,71.22,100,0,1.9,1.12,14.48,28.0,12.94,6.26,15.55,6.8,14.83,14.11,59.8,44.89,29.95,41.56,8.98,13.43,25.85,33.76,0.0,0.0,0.0,9.92,45.48,0.89,24.13,0.601,13.0,6.0
Tuensang,Nagaland,32.8,945.82,902.21,96.55,90.37,92.01,19.68,98.16,21.99,27.03,10.43,6.72,72.76,52.57,37.36,9.93,15.63,5.75,3.23,0.5,12.89,7.89,51.65,4.36,68.95,0.9,90.88,3393.85,34.07,1.48,58.81,94.59,2.05,5.46,1.82,12.96,37.12,24.58,10.3,34.19,5.52,15.88,10.82,58.76,38.83,28.77,28.49,6.4,10.52,20.38,24.31,0.88,0.66,0.49,14.87,50.16,0.56,18.48,0.548,13.0,7.0
Longleng,Nagaland,28.75,968.95,922.48,99.08,76.28,86.63,11.81,98.62,38.27,23.8,11.0,6.45,68.84,66.47,56.34,16.35,32.16,3.76,2.22,0.13,4.26,9.35,55.02,15.39,75.49,1.57,91.64,7151.96,37.8,3.55,64.75,97.34,2.66,6.13,1.22,20.12,34.06,19.8,9.55,25.74,6.83,14.35,6.97,41.65,40.4,34.57,43.07,10.2,14.51,22.56,30.0,0.79,0.57,0.69,7.94,54.0,0.48,24.03,0.503,13.0,8.0
Kiphire,Nagaland,32.37,953.65,871.34,97.91,90.86,83.09,16.44,99.65,8.76,22.01,22.54,8.96,69.09,42.46,32.68,5.83,20.21,3.77,2.53,0.24,17.32,9.69,66.09,5.77,63.02,0.78,92.43,6287.77,33.8,2.09,73.46,91.28,2.08,7.93,1.59,11.95,36.87,11.01,5.76,25.03,7.53,13.85,9.28,58.7,55.21,31.39,36.02,7.79,11.71,15.32,21.96,1.19,1.1,0.89,10.09,44.17,1.03,15.8,0.532,13.0,9.0
Kohima,Nagaland,18.69,954.05,1074.87,99.49,89.87,87.44,61.68,99.71,26.72,70.9,1.02,1.26,92.64,60.66,46.66,18.63,19.02,4.46,3.07,0.44,9.06,11.64,51.46,28.31,94.33,1.0,95.24,4969.7,44.68,4.27,90.22,89.17,0.01,0.47,0.91,17.96,28.25,26.88,11.38,22.08,6.61,11.65,11.6,60.34,38.37,14.91,18.23,6.55,9.94,25.71,31.06,0.07,0.35,0.35,14.44,47.9,1.2,27.38,0.848,13.0,10.0
Peren,Nagaland,28.52,1079.39,896.25,98.2,92.45,89.4,31.37,99.46,5.4,35.53,9.05,4.38,68.11,58.62,41.99,9.94,19.0,7.0,4.03,0.49,6.15,8.15,75.89,14.54,85.1,2.1,97.31,4945.37,38.7,2.43,76.41,94.7,0,3.39,0.54,10.95,34.88,9.09,1.73,20.72,4.13,6.56,16.36,65.85,50.98,29.72,29.49,7.97,14.58,19.75,27.68,0.27,0.2,0.2,13.44,49.19,1.43,26.09,0.644,13.0,11.0
Central,NCT of Delhi,23.93,901.12,994.19,99.78,99.65,76.99,98.81,96.82,22.61,57.05,11.18,4.02,97.48,68.53,49.81,17.59,5.65,2.06,22.86,0.51,9.41,11.9,59.79,73.06,88.33,43.33,94.02,2313.24,69.3,25.28,94.1,94.6,5.4,10.96,3.06,18.2,33.46,13.52,7.02,25.5,4.09,10.38,44.76,66.94,70.34,44.62,54.62,11.7,15.79,26.53,41.45,1.49,1.13,2.45,3.43,27.76,0.28,19.81,0.944,,
East,NCT of Delhi,24.55,885.18,819.62,99.53,98.36,78.01,99.08,98.1,30.67,57.23,12.84,1.26,96.71,81.93,60.33,17.27,5.82,2.41,32.83,0.0,2.59,23.26,87.55,89.66,97.06,53.94,96.55,2734.76,68.23,25.2,80.9,89.14,10.86,14.17,4.53,23.02,35.21,15.73,4.33,29.91,6.06,11.89,41.25,79.13,65.94,42.47,44.63,11.72,12.87,25.78,33.81,0.14,0.15,0.0,1.5,24.96,0.39,19.84,0.945,,
New Delhi,NCT of Delhi,25.28,858.68,897.69,100.0,99.11,69.44,98.33,98.14,25.18,57.87,10.21,5.18,97.19,76.98,59.85,17.78,7.33,2.56,30.76,0.0,5.29,16.37,66.65,80.06,93.79,51.73,96.75,2526.6,63.39,23.37,87.47,95.79,4.21,6.33,5.23,15.64,27.35,6.84,2.88,20.66,3.65,12.77,41.76,58.25,72.85,55.96,52.0,12.04,12.7,25.79,33.82,1.47,0.65,1.22,2.41,28.99,0.0,28.22,0.946,,
North,NCT of Delhi,25.89,904.99,1083.89,99.83,99.26,70.19,98.06,93.76,18.05,53.87,17.0,8.15,94.84,57.36,47.31,17.73,6.59,3.22,17.83,1.12,15.66,13.07,82.36,50.64,87.37,41.71,85.62,2935.14,60.51,21.71,76.2,92.08,7.92,12.71,5.68,16.79,24.95,8.85,3.82,17.43,2.94,9.24,41.83,61.51,67.48,47.19,47.68,10.63,13.89,21.28,32.87,1.07,0.85,1.03,2.79,30.33,0.37,23.51,0.907,,
North East,NCT of Delhi,25.78,906.45,935.55,99.86,98.2,89.52,99.73,96.26,19.36,59.8,4.99,1.61,98.63,78.98,57.76,12.92,6.78,1.66,34.15,0.21,5.08,20.53,72.43,86.19,95.49,55.77,94.32,1990.99,68.25,23.46,83.16,92.33,7.67,11.46,2.34,29.54,38.69,8.8,3.83,21.8,6.24,9.57,43.33,64.68,62.54,45.87,50.06,12.94,14.54,27.16,36.96,0.95,0.0,0.0,3.11,24.07,0.22,14.6,0.951,,
North West,NCT of Delhi,24.4,903.92,877.93,100.0,99.66,88.22,99.09,97.63,28.21,62.91,10.13,3.65,95.55,79.98,60.49,18.79,7.73,2.43,28.77,0.58,5.26,17.83,57.98,77.93,94.03,48.26,97.87,2702.83,62.64,22.26,78.03,91.71,8.29,10.77,8.76,10.16,26.87,10.91,5.9,22.76,3.23,9.03,43.16,60.86,73.62,51.38,46.59,14.37,14.72,24.09,29.89,0.4,0.15,0.0,1.27,24.09,0.35,21.95,0.967,,
Shahdara,NCT of Delhi,23.24,934.62,975.84,99.94,99.81,83.37,99.79,96.35,21.53,58.37,7.26,3.6,96.57,77.99,56.1,14.94,5.59,2.67,30.24,0.44,4.58,22.12,79.28,88.91,95.96,37.5,93.63,3703.38,74.5,22.15,75.45,92.06,7.94,8.71,4.48,8.25,32.91,21.17,11.53,30.17,3.7,10.96,42.83,83.89,71.39,49.22,53.54,12.27,12.47,26.12,34.95,0.78,0.4,0.44,1.79,24.62,0.72,18.11,0.935,,
South,NCT of Delhi,22.89,921.78,984.88,99.89,100.0,89.46,97.69,98.64,28.68,61.64,6.58,1.46,97.2,83.15,61.98,21.92,6.05,1.7,31.47,0.35,2.55,10.2,64.39,85.57,97.79,49.19,96.63,2425.94,52.55,24.51,85.05,80.37,19.63,9.5,0.9,17.83,33.37,9.4,1.71,18.94,7.06,10.08,40.03,75.55,65.36,46.23,41.99,12.13,15.91,22.34,30.41,0.39,0.21,0.41,3.77,28.17,0.68,25.06,0.956,,
South East,NCT of Delhi,22.13,948.71,951.41,99.69,100.0,83.76,99.1,96.77,24.45,65.5,7.54,2.61,98.67,84.06,65.15,17.97,6.94,3.52,34.34,0.37,2.58,26.05,86.88,83.24,96.0,53.04,96.24,3186.02,60.64,23.75,62.27,77.62,22.38,10.62,4.88,17.01,21.68,14.68,7.08,20.4,4.62,7.67,32.95,80.73,72.74,47.93,54.98,9.86,10.28,23.71,27.83,0.63,0.15,0.53,1.57,20.78,0.84,19.51,0.961,,
South West,NCT of Delhi,22.81,881.27,700.83,99.98,99.72,86.15,99.31,96.82,37.72,68.44,7.54,4.71,98.59,78.47,60.82,21.22,6.35,2.38,29.38,0.24,4.58,23.89,76.92,90.97,94.67,54.9,96.2,2403.57,52.78,29.41,74.24,80.43,19.57,6.93,9.19,15.18,27.11,10.64,3.39,16.82,4.7,9.02,42.92,61.52,70.07,56.35,65.87,12.61,17.02,19.47,26.49,0.45,0.0,1.64,1.78,27.43,0.62,23.01,0.968,,
West,NCT of Delhi,25.41,952.62,931.97,100.0,99.78,76.82,98.99,96.34,20.96,56.31,10.49,1.21,96.13,75.43,56.57,18.85,7.53,4.09,24.58,0.14,7.03,9.17,62.93,67.06,91.7,49.23,90.48,1749.85,57.69,22.49,78.44,84.99,13.56,10.73,7.29,12.94,36.12,8.35,3.48,18.98,2.1,10.53,40.6,59.58,68.46,57.15,54.73,12.91,14.43,23.78,34.11,0.43,0.0,1.94,1.96,28.48,0.52,24.25,0.939,,
Bargarh,Odisha,22.18,956.54,950.1,98.39,98.04,61.91,31.88,98.95,45.51,37.36,8.57,3.3,84.58,75.35,55.7,33.23,3.29,11.56,6.04,0.3,5.05,28.0,80.85,70.1,90.85,25.25,100.0,4112.11,91.86,29.49,97.94,98.15,1.85,4.01,2.81,17.08,38.85,17.95,5.99,30.02,2.85,18.96,19.89,57.47,56.16,62.61,66.77,15.74,15.37,22.6,24.31,0.44,0.44,0.9,21.22,40.09,2.24,28.31,0.682,21.0,1.0
Jharsuguda,Odisha,19.64,955.8,793.15,98.13,88.36,69.99,41.78,98.93,37.74,40.9,8.52,1.04,89.05,81.38,50.34,27.97,3.31,9.1,8.35,0.17,3.71,25.49,93.53,94.06,96.94,54.46,100.0,5719.69,66.66,30.73,97.63,100,0.01,5.94,0.99,26.73,27.05,16.92,3.54,26.92,3.1,21.23,26.95,62.96,65.54,67.82,68.75,16.61,19.04,20.41,25.26,0.18,0.0,0.21,20.62,45.86,2.28,30.44,0.767,21.0,2.0
Sambalpur,Odisha,22.56,1067.36,1061.14,98.84,92.99,62.36,42.56,97.8,49.32,36.46,7.36,0.85,86.1,77.09,58.11,32.56,2.47,14.54,5.5,0.41,9.11,24.19,83.88,88.95,90.83,35.64,100.0,4191.23,88.67,25.34,97.93,94.15,2.12,7.56,1.72,17.4,40.71,25.54,7.56,36.34,3.72,19.68,21.42,71.23,64.51,66.67,67.12,11.7,16.58,22.18,24.45,0.26,0.26,0.0,22.42,50.82,7.62,39.98,0.689,21.0,3.0
Debagarh,Odisha,24.99,1053.36,822.35,95.34,86.17,69.9,18.44,98.8,57.47,31.26,19.21,8.52,79.44,74.13,42.83,21.86,4.05,11.93,3.8,0.16,6.76,21.01,71.38,77.52,94.16,31.7,100.0,4318.85,76.6,15.86,97.12,100,0.01,13.35,4.43,13.02,28.39,27.29,12.06,34.3,3.24,23.34,13.39,54.74,61.52,72.23,73.49,10.7,16.86,20.08,27.54,0.86,0.0,0.21,20.84,59.24,6.89,44.15,0.604,21.0,4.0
Sundargarh,Odisha,21.93,1030.43,809.4,97.11,91.47,65.46,40.15,99.43,39.34,35.58,12.93,5.44,87.74,79.68,47.89,24.87,4.64,11.01,5.53,0.53,2.42,25.12,77.37,73.07,93.07,27.35,99.09,4756.31,80.29,20.75,81.52,96.72,3.28,5.35,3.87,14.7,32.91,21.06,7.35,34.66,1.23,21.14,19.57,61.67,77.05,69.77,79.79,12.35,13.58,21.1,25.32,0.2,0.0,0.19,21.87,52.2,11.46,45.93,0.677,21.0,5.0
Kendujhar,Odisha,27.19,1114.81,984.45,91.1,92.91,47.59,27.89,98.44,43.26,29.54,28.99,12.23,79.6,77.58,45.79,21.29,3.69,13.81,5.35,0.14,3.79,16.9,67.23,57.05,90.91,22.25,98.31,3466.73,69.99,15.25,81.44,100,0.01,15.33,2.37,15.09,36.16,23.84,6.24,37.05,0.91,25.86,17.04,58.43,64.64,69.22,68.24,11.32,15.84,24.11,25.06,0.21,0.0,0.0,34.92,64.19,13.58,43.18,0.61,21.0,6.0
Mayurbhanj,Odisha,25.98,1056.37,837.28,90.34,80.09,54.43,16.12,98.93,46.45,25.07,31.25,17.2,76.23,76.3,50.77,24.97,2.89,14.86,5.35,0.14,5.92,18.44,69.43,52.94,91.15,21.63,98.69,2840.7,90.24,8.59,85.4,97,3,17.47,3.2,23.74,36.72,28.47,10.37,45.91,2.98,30.19,14.31,61.34,71.73,72.15,63.6,8.75,12.26,26.14,28.84,0.48,0.21,0.0,34.85,62.19,17.04,45.61,0.509,21.0,7.0
Baleshwar,Odisha,25.03,1073.48,865.65,97.14,98.49,70.86,28.43,95.23,40.58,38.25,26.38,8.27,85.12,68.29,49.73,21.03,1.96,18.25,7.09,0.15,9.27,21.66,59,56.61,93.96,20.71,98.17,7183.26,80.77,35.01,84.98,100,0,18.33,5.85,21.69,24.42,14.95,5.39,22.59,3.76,23.85,21.63,57.19,43.17,61.76,57.25,12.22,13.81,22.85,29.54,1.44,0.44,0.84,29.82,44.85,4.25,20.16,0.694,21.0,8.0
Bhadrak,Odisha,26.79,1149.82,980.05,97.8,100.0,62.02,22.85,98.76,44.93,36.96,10.42,7.16,86.85,71.98,50.4,28.47,1.14,15.41,3.86,0.27,11.81,14.3,67.8,74.87,94.17,27.08,99.59,5595.7,74.03,28.7,88.7,100,0,13.83,7.89,23.05,32.31,15.83,7.48,28.92,4.54,24.69,18.32,58.82,68.68,64.0,69.94,13.72,17.53,21.74,26.12,1.47,0.41,0.0,34.11,59.78,0.32,18.03,0.686,21.0,9.0
Kendrapara,Odisha,25.09,1127.3,859.74,99.54,99.73,57.31,27.91,98.88,49.96,42.5,9.38,1.8,85.56,64.71,34.28,20.6,1.09,7.42,4.49,0.15,12.25,22.03,48.25,77.1,90.76,24.53,99.06,7841.85,77.26,25.3,93.46,94.42,2.82,10.41,6.45,23.29,28.64,7.85,1.44,17.89,6.61,20.45,24.06,59.13,61.52,58.82,57.55,15.69,21.55,21.93,24.82,1.34,0.59,0.42,30.93,54.89,0.46,19.13,0.727,21.0,10.0
Jagatsinghapur,Odisha,20.39,1095.2,843.21,98.24,99.47,60.05,30.49,98.21,56.84,46.55,11.99,2.61,92.82,71.88,38.82,22.02,2.13,6.77,7.27,0.48,11.46,13.49,56.51,82.6,95.39,33.66,98.24,5897.04,79.06,42.19,92.94,100,0.01,10.96,7.13,31.16,13.16,10.74,5.63,10.97,8.29,12.92,35.47,64.18,58.15,59.82,60.86,16.89,21.35,26.24,30.23,1.63,0.51,0.32,25.72,51.06,0.42,19.06,0.77,21.0,11.0
Cuttack,Odisha,21.34,1019.42,745.29,98.2,92.33,60.22,45.14,98.91,42.29,40.86,14.23,5.67,88.73,84.39,47.03,26.1,2.84,8.18,8.54,0.48,3.65,9.81,53.32,84.2,96.21,28.54,100.0,4988.36,69.47,34.6,97,91.88,8.12,8.3,8.35,21.27,20.42,14.2,5.55,18.87,5.55,15.72,32.46,63.74,63.78,64.5,59.0,17.8,21.05,22.65,27.11,2.88,0.35,0.0,25.81,51.04,0.51,20.24,0.771,21.0,12.0
Jajapur,Odisha,25.39,1017.96,897.81,96.97,92.02,47.35,28.35,98.66,53.92,37.98,11.36,7.69,83.41,76.15,44.91,27.12,1.88,7.79,7.15,0.14,9.0,11.93,54.09,73.83,94.68,21.17,99.22,5002.39,74.42,25.78,70.52,100,0,12.03,9.07,13.91,25.5,15.92,6.42,21.79,2.16,24.37,21.33,58.51,66.4,63.39,74.06,15.15,17.53,23.8,27.97,4.57,0.61,0.58,34.37,58.76,3.44,21.85,0.687,21.0,13.0
Dhenkanal,Odisha,25.36,1047.39,895.29,96.28,63.44,58.2,28.78,98.01,55.16,33.31,23.69,9.25,84.93,75.86,48.21,31.54,1.39,10.68,3.36,0.31,8.07,23.88,63.98,75.79,95.59,26.38,100.0,5371.39,72.76,30.04,85.97,100,0.01,9.51,6.06,25.59,33.31,22.73,5.36,30.0,6.83,18.89,21.78,59.63,61.95,65.93,68.71,14.66,17.0,25.33,25.97,0.6,0.0,0.0,28.21,55.99,2.63,29.56,0.682,21.0,14.0
Anugul,Odisha,24.49,1026.84,868.21,96.69,76.21,66.42,23.8,97.05,63.06,33.65,25.04,12.2,86.45,85.8,52.61,25.65,2.76,16.29,6.62,0.26,2.94,11.9,62.02,83.65,97.04,21.59,99.56,3832.23,67.62,18.35,86.48,98.45,0,11.97,4.47,18.65,28.06,25.13,7.74,30.47,3.47,20.58,22.71,63.61,75.29,75.78,85.66,16.12,18.23,18.93,21.09,1.81,0.0,0.0,17.24,56.9,3.94,32.91,0.67,21.0,15.0
